2025-04-18T16:12:40.445 - INFO: 程序启动，开始系谱分析...
2025-04-18T16:12:40.451 - INFO: 尝试连接数据库: jdbc:mysql://localhost:3306/cow?useSSL=false&serverTimezone=UTC
2025-04-18T16:12:40.593 - INFO: 数据库连接成功。执行查询: SELECT `standard_id`, `sire_id`, `dam_id` FROM `cattle_info`
2025-04-18T16:12:40.630 - INFO: 成功从数据库表 cattle_info 加载了 4170 条有效记录。
2025-04-18T16:12:40.635 - INFO: 数据库资源已关闭。
2025-04-18T16:12:40.635 - INFO: 成功从数据库加载 4170 条个体记录。
2025-04-18T16:12:40.642 - INFO: 
开始计算近交系数:
2025-04-18T16:12:40.642 - INFO: 个体 ID: HOCHNF37XC0120231933, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120240219, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120233072, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120221099, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120240210, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120240211, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC0120240212, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC01221618, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC01222949, 近交系数 (F): 0.000000
2025-04-18T16:12:40.670 - INFO: 个体 ID: HOCHNF37XC01220307, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221639, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220308, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220305, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221637, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221636, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221635, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210981, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221634, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220301, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221633, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220302, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221632, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210984, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221631, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210985, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220300, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210987, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233068, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233069, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233062, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240224, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233063, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233064, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240226, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233065, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240227, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240228, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240229, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233060, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233061, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240220, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240221, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240222, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240223, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221606, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221605, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221603, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221601, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210950, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233059, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210951, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210952, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210953, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210954, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233055, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233056, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210956, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233057, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233058, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210958, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233051, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240235, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233052, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240236, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210949, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233053, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240237, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233054, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240238, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240239, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233050, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240230, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240231, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240232, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240233, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240234, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221615, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221613, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221612, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210961, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233048, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233049, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210963, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210964, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233044, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210966, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233045, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210967, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233046, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210968, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233047, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210969, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233040, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240246, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01210959, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233041, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240247, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233042, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240248, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233043, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240249, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240240, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240241, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240242, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240243, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221609, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240244, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221608, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221607, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01211465, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212797, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233037, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01211469, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233038, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01222114, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233039, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01222113, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233033, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233034, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233035, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233036, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240257, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233030, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240258, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233031, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240259, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233032, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240251, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240252, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240253, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240254, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240255, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240256, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01211472, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01231060, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233026, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233027, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233028, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233029, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233022, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233024, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233025, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240268, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240269, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233020, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233021, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01223445, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01223446, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240260, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240262, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240263, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240264, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240265, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240266, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240267, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212770, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212772, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212771, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233019, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240270, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233015, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212778, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233016, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212777, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233017, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01211449, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233018, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212779, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233011, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233012, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233013, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233014, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220393, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240279, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220390, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220391, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233010, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01231059, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240271, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120221036, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240272, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240273, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240274, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240275, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240276, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240277, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120221034, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240278, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01211450, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212781, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233008, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233009, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212784, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240280, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240281, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212786, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233004, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212789, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233005, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233006, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233007, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233001, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233002, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120233003, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240282, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240283, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240284, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01223427, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240285, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240286, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120221021, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240287, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240288, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240289, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240290, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240291, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212754, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240292, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220379, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212756, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212758, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212757, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220370, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240293, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240294, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240295, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240296, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01231035, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240297, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240298, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC0120240299, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212761, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212763, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212765, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220389, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212766, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212769, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220384, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01220382, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01223408, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212730, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221688, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212733, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01221685, 近交系数 (F): 0.000000
2025-04-18T16:12:40.672 - INFO: 个体 ID: HOCHNF37XC01212736, 近交系数 (F): 0.000000
